Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2010-09-07,70.18293762207031,82.9911880493164,68.34072875976562,20.083030700683594,23.799999237060547,70.20439942114145,83.64973020497997,68.3924542431549,20.091383304288403,23.940000534057617,69.91823482253977,82.92306598580666,67.7652963222973,19.982781930024206,22.770000457763672,70.00408201882433,83.54375870062223,67.94633058134617,19.99949032403413,22.770000457763672,778200,141973700,6018400,1444600,0
2010-09-08,69.98981475830078,83.57405090332031,67.79757690429688,20.016199111938477,23.25,70.1114353259287,83.9071017827388,68.02386956429586,20.049615903276084,23.559999465942383,69.83957662330579,83.1198806381786,67.47430026635261,19.966075518332374,22.920000076293945,69.9969650564604,83.15773008527869,67.94628139537762,20.049615903276084,23.510000228881836,1124900,149924400,6698400,1817900,0
2010-09-09,69.43891143798828,83.96006774902344,66.45924377441406,20.016199111938477,22.809999465942383,69.7322373054784,84.53534571422969,67.13812208081866,20.049615903276084,23.239999771118164,69.40314358518472,83.73298844500421,66.36225974983843,19.966075518332374,22.139999389648438,69.6750021911036,84.51263836132912,67.04760497329804,19.974429716166775,22.219999313354492,929300,147017900,8588900,1564100,0
2010-09-10,69.23857879638672,84.38395690917969,66.15533447265625,20.03290557861328,21.989999771118164,69.32443144910219,84.48235736038536,66.40102295461027,20.066322366733147,22.8700008392334,69.09549650010065,83.92222149772952,65.85145362774901,20.007844580923543,21.760000228881836,69.24573454867294,84.11145713274965,66.11007593827499,20.041259775643248,22.639999389648438,725300,127819000,6910300,616300,0
2010-09-13,69.56768035888672,85.32256317138672,66.47863006591797,19.81570053100586,21.209999084472656,69.61060941924819,85.49665671982163,66.62733953999782,19.899240904933055,22.049999237060547,69.19566307127614,84.87596407428867,65.79974692398963,19.798993730940502,20.93000030517578,69.19566307127614,85.21659167885767,65.81914767237441,19.890886708200323,21.059999465942383,1450100,178503500,7054800,1699300,0
2010-09-14,69.91822814941406,85.26956939697266,67.11870574951172,19.648622512817383,21.559999465942383,69.96115174345964,85.75401211007026,67.1251726645903,19.832410071365434,21.969999313354492,69.68929321743879,84.83811242515094,66.57560327037211,19.615205723953995,20.850000381469727,69.6964435109535,85.15602687280638,66.61439489522184,19.82405587414959,21.690000534057617,590900,209823600,5978100,2215500,0
2010-09-15,69.67500305175781,85.5950698852539,66.12301635742188,19.732160568237305,22.100000381469727,69.98979072646664,85.69347034343417,66.76310779740592,19.77392995599826,22.799999237060547,69.63922974027145,84.76243418715109,66.03896618829772,19.68203539084415,22.100000381469727,69.82524113516675,85.0197918970135,66.4333641707,19.74051317106949,22.549999237060547,900600,168608400,7919100,1103300,0
2010-09-16,69.4317398071289,85.5723648071289,65.46998596191406,19.665332794189453,21.719999313354492,69.65351898438094,85.6253505590987,65.83205421716173,19.71545638889383,22.829999923706055,69.2958078168187,85.04250151241706,65.20489675160059,19.631916002119635,21.709999084472656,69.59628388759356,85.33014340169356,65.64455317560561,19.67368539880656,22.649999618530273,2902900,199962900,17116200,4234800,0
2010-09-17,69.58909606933594,85.60431671142578,65.7350845336914,19.7154541015625,22.010000228881836,69.78226306742233,86.10657614421851,66.05189925873535,19.732162495658947,22.559999465942383,69.51755496043742,85.36841014471248,65.50879182495365,19.64862211857687,21.6299991607666,69.63917539138856,86.02286623875305,65.83853544786358,19.66533051267332,21.649999618530273,1738600,195836900,9203600,1661900,0
2010-09-20,69.80377960205078,86.91326141357422,66.11654663085938,19.690391540527344,21.5,69.80377960205078,87.10351021427093,66.23938841245116,19.707099934649342,22.579999923706055,69.54622704142577,85.62717766296599,65.74801142046289,19.640267951561516,21.25,69.69646512541686,85.90113640044387,66.04542536808017,19.707099934649342,22.469999313354492,619900,214555200,5277800,1923300,0
2010-09-21,70.45481872558594,86.73822021484375,67.03466033935547,19.473188400268555,22.350000381469727,70.46196902151785,87.39267063043003,67.25448613951015,19.640269165011077,22.59000015258789,69.76085794330876,86.38055160471984,66.11655564551315,19.414710610628752,21.420000076293945,70.00409900278179,86.98173840383193,66.38163998880621,19.598498177125315,21.540000915527344,1279500,268389100,12664000,4914100,0
2010-09-22,70.56209564208984,86.31204223632812,67.63594055175781,19.3311710357666,22.510000228881836,70.84110988723904,87.08826030428071,67.93335447537629,19.372942025397236,23.190000534057617,70.51201630214611,86.06852409472016,67.14455866660938,19.264339045757914,21.90999984741211,70.6551040292987,86.60122402106478,67.59714893257589,19.29775583746242,22.559999465942383,978800,191322400,8229400,4480900,0
2010-09-23,70.66226959228516,85.6119384765625,67.82994079589844,19.389646530151367,23.8700008392334,70.92697785104261,86.50230124329528,68.18554231753284,19.406354924023656,24.059999465942383,70.50488124576329,85.36842030602197,67.39674613335059,19.331168744998497,22.559999465942383,70.92697785104261,85.60432690081497,68.15321759710017,19.347877138870786,23.90999984741211,514000,202354300,7412200,2624000,0
2010-09-24,70.31167602539062,87.37744903564453,66.91828155517578,19.189151763916016,21.709999084472656,70.44045220873606,87.4383300314146,67.31267955123698,19.2476311460652,22.610000610351562,70.28305848928754,86.48708624474979,66.91828155517578,19.189151763916016,21.709999084472656,70.3689110975968,86.56318458649672,67.21569554792809,19.239276948615313,22.610000610351562,1317500,209671800,8942500,3329500,0
2010-09-27,70.85537719726562,86.95890045166016,68.08210754394531,19.214214324951172,22.540000915527344,70.86253294371996,87.50681780805745,68.17908665406334,19.247631114696244,22.75,70.56920737968045,86.87519633892354,67.55193369977567,19.18915173264237,21.969999313354492,70.56920737968045,87.40789054323682,67.58425842554391,19.197505930078634,22.579999923706055,782100,128761800,7061600,5305500,0
2010-09-28,71.09147644042969,87.26329803466797,68.54759979248047,19.113964080810547,22.600000381469727,71.18447932282119,87.54486828376716,68.74156781530215,19.272690633106034,24.280000686645508,70.86969193897924,86.12941707423073,68.1079432158548,19.088903083827127,22.399999618530273,70.87684768631273,87.07304927861125,68.13380594775181,19.22256704573908,22.920000076293945,776000,209207500,8262900,5065400,0
2010-09-29,70.9198226928711,87.111083984375,68.26309204101562,19.080551147460938,23.25,71.1416073551847,87.44592358617399,68.70921042085378,19.11396634519749,23.450000762939453,70.88405484673271,86.76863280819055,68.11438262586309,19.047134356324083,22.719999313354492,71.10583405080641,87.04259142676605,68.64455608362606,19.088905345245152,23.139999389648438,820400,179665800,5507100,2850000,0
2010-09-30,70.83394622802734,86.85234832763672,68.21784973144531,19.080551147460938,23.700000762939453,70.876869808954,88.11560268456573,68.26957025383895,19.13902893855013,24.520000457763672,70.39753829448085,86.44141037318742,67.26094854140486,19.022073356371745,22.389999389648438,70.86971405938701,87.55246806814135,68.1467284637418,19.03042755415596,22.850000381469727,813200,287106700,10618400,3536400,0
2010-10-01,70.87194061279297,87.21766662597656,67.88816833496094,18.921823501586914,22.5,70.95799026028438,87.60577583162531,68.23211868517888,18.98865548666421,23.670000076293945,70.54923802136457,86.70018962042259,67.4793225330198,18.913469304277225,22.459999084472656,70.64246576762943,87.5068427326941,67.64156363793057,18.963594488135357,22.899999618530273,846600,174638700,9368400,2995700,0
2010-10-04,71.12298583984375,86.56316375732422,68.06341552734375,19.0053653717041,23.530000686645508,71.16601069865762,87.40025692697829,68.09586574262364,19.013719569668936,24.34000015258789,70.96522072937117,86.12939692721702,67.75840627926826,18.96359597528027,23.299999237060547,71.01541822169278,87.0349826521143,67.89468827126991,18.988656975774436,23.6299991607666,1260800,166153200,4422700,2082800,0
2010-10-05,71.1373062133789,88.30587768554688,67.6545639038086,18.846637725830078,21.760000228881836,71.20902158664359,88.5189553980737,68.01798251880962,18.90511551485939,23.079999923706055,71.05842367967963,87.26331224247518,67.44689541649267,18.81322252927058,21.709999084472656,71.16599126846181,87.36224532752851,67.96606911038612,18.880054515789826,22.520000457763672,1092900,229634100,8491800,3393500,0
2010-10-06,71.59626007080078,88.29823303222656,68.50470733642578,18.754743576049805,21.489999771118164,71.79705546737026,88.52653381351742,68.85514884395867,18.82992975539184,22.1299991607666,71.53172279666838,87.94056451763824,68.05043405881317,18.729680985135744,21.459999084472656,71.62494512745357,88.29062145793552,68.07639323913493,18.821575558420488,21.81999969482422,614400,148626600,6476100,3956700,0
2010-10-07,71.66796875,88.19171905517578,67.93359375,18.779804229736328,21.559999465942383,71.75401844080112,88.67875544023595,68.38786685058741,18.838282014065026,22.15999984741211,71.58908621935589,87.65902482336988,67.9271027196472,18.679557054715737,21.280000686645508,71.65362348745673,88.65592651686308,68.25158492041119,18.68791125153414,21.309999465942383,534700,164860000,5780700,5534100,0
2010-10-08,71.69664764404297,88.68634033203125,67.63506317138672,18.71297264099121,20.709999084472656,71.9834872168886,88.9298584512897,68.43977755313801,18.763096229552573,21.639999389648438,71.68947501338758,87.97861489075984,67.63506317138672,18.69626424700404,20.290000915527344,71.85440722066241,88.31345448196393,68.05689097554514,18.738035231971967,21.579999923706055,868200,177760100,6128700,2977200,0
2010-10-11,71.76836395263672,88.77006530761719,67.64805603027344,18.788158416748047,18.959999084472656,71.85441364373673,89.01358346823771,67.7713608658984,18.796512613562086,19.510000228881836,71.68230879042206,88.4656661553588,67.45336965693545,18.712972238821788,18.799999237060547,71.79704900670828,88.8233347238176,67.56369243028092,18.712972238821788,19.329999923706055,400300,103098300,1474200,2644000,0
2010-10-12,71.56034088134766,89.04405212402344,66.97965240478516,18.72968101501465,18.93000030517578,71.89738314269242,89.30278771141246,67.98554976506053,18.854990782984565,20.100000381469727,71.51731607219216,88.00909816260177,66.96018425414378,18.712972621045285,18.549999237060547,71.78264302346442,88.48091148217773,67.7584130888975,18.80486719447663,20.0,991900,182210000,6122400,3458200,0
2010-10-13,71.56034088134766,89.73651123046875,66.87578582763672,18.67955780029297,19.06999969482422,71.58902591115466,90.21594170129319,66.92121313923722,18.7296813898039,19.15999984741211,71.2232986200029,89.32557331516064,66.22033037351045,18.654495208837414,17.899999618530273,71.33803873923091,89.53865674993257,66.42150776042612,18.704618798348346,17.920000076293945,473800,194347200,8168400,3574300,0
2010-10-14,71.15168762207031,89.38646697998047,65.87635040283203,18.55424690246582,19.8799991607666,71.57478008946892,89.8050165288314,67.26513324873457,18.60437208663599,21.020000457763672,71.10149011795323,88.82333233728801,65.85039124341662,18.537540101142653,19.399999618530273,71.53175522054502,89.65281405382618,67.03150576519926,18.587663691912603,19.59000015258789,955100,217764300,10945000,4090500,0
2010-10-15,70.84327697753906,89.56908416748047,65.07169342041016,18.66284942626953,19.030000686645508,71.10143694023635,90.06373194054746,65.57789008533078,18.69626462151307,21.59000015258789,70.7213696260191,88.85375301525372,64.82508859740379,18.52083126133408,19.020000457763672,71.05123947366263,90.01046253765898,65.28585297658333,18.52918545849501,20.200000762939453,807100,243705000,12694700,8807200,0
2010-10-18,71.18032836914062,90.01048278808594,65.59734344482422,18.646141052246094,19.09000015258789,71.34526057806059,90.30727035751106,65.83745717983999,18.721327233376133,20.709999084472656,71.05841553123962,89.27231674918161,65.40265208289146,18.629432657906044,18.8799991607666,71.15881594807404,89.59954481366711,65.67521602863171,18.69626464186606,20.43000030517578,1149600,141204800,5592200,3236300,0
2010-10-19,71.42412567138672,88.83094024658203,65.99320220947266,18.963594436645508,20.6299991607666,71.52452059260517,89.68325084771453,66.25278405094679,18.98030123781931,21.350000381469727,71.07274344712214,88.29062874002487,65.25338306861765,18.854991465314647,19.329999923706055,71.0870832339621,89.18099721575153,65.27285121160759,18.896762451749673,20.700000762939453,763700,280604700,8017500,10822800,0
2010-10-20,71.38111114501953,89.69844818115234,66.13595581054688,18.704618453979492,19.790000915527344,71.53887617860012,90.13221493179361,66.37606943866098,18.854990813143978,21.200000762939453,71.2018336925168,88.93745347434808,65.68167781868988,18.671203259387468,19.670000076293945,71.25920379038496,88.99072287158722,65.78551448581312,18.846636616145936,21.200000762939453,615100,200051800,5515800,8742200,0
2010-10-21,70.9866943359375,89.89633178710938,65.35079193115234,18.771451950073242,19.270000457763672,71.32373680196004,90.62688624592258,66.13604415945058,18.796514543088126,20.530000686645508,70.9866943359375,89.19621782315474,65.3443058441962,18.62943377645612,18.93000030517578,71.25919954903488,90.10180367592196,65.9932710270327,18.687913160157517,19.700000762939453,594300,221585500,6836100,9596700,0
2010-10-22,71.00823211669922,90.06375122070312,65.79202270507812,18.771451950073242,18.780000686645508,71.07277486379145,90.20073054401547,65.85043208779265,18.796514543088126,19.360000610351562,70.90066999007097,89.7974041492432,65.16253126581886,18.721328357443753,18.760000228881836,70.90783715110265,90.03331072597476,65.18199940965486,18.746390950458636,19.360000610351562,643600,108212400,4770700,4695700,0
2010-10-25,70.9866943359375,90.33008575439453,65.980224609375,18.687911987304688,19.850000381469727,71.35242184918677,91.136744237906,66.38258441280428,18.704618788199145,19.8799991607666,70.95800928871076,90.26159900520965,65.9023520321482,18.612725806378997,18.860000610351562,71.28071196667659,90.66492534400042,66.27226162759526,18.629432607273454,19.219999313354492,1436800,151145700,5632300,5641400,0
2010-10-26,70.5134506225586,90.34532165527344,64.96134948730469,18.813222885131836,20.219999313354492,70.79312317613031,90.43663733374292,65.58435485178572,18.8466380823234,21.010000228881836,70.5134506225586,89.69847710708142,64.92890423101683,18.763097699244074,20.219999313354492,70.75726547598342,89.87350269476842,65.45456392422128,18.788160292187953,20.520000457763672,831800,158982900,8432000,5790100,0
2010-10-27,70.10469055175781,90.08657836914062,64.39025115966797,18.921823501586914,20.709999084472656,70.41304813842707,90.18551142654547,65.00676538407485,18.963594488135357,22.3700008392334,70.09751791826793,89.23426775722554,64.39025115966797,18.846637319199928,20.690000534057617,70.36285064623051,89.71369247642777,64.68877420157487,18.854991516509617,21.110000610351562,1223500,190024000,9245200,15417300,0
2010-10-28,70.5134506225586,90.10179901123047,64.56552124023438,18.72132682800293,20.8799991607666,70.57798791748273,90.64210470365337,64.78617189701268,18.7798046135267,21.40999984741211,70.33417306405791,89.66803214233148,64.35136657047936,18.687911633446554,20.18000030517578,70.3700252930879,90.60405263556748,64.62393066013819,18.746389418970324,20.280000686645508,738700,168576000,8052600,5232300,0
2010-10-29,70.82894897460938,90.17029571533203,65.16905975341797,18.687911987304688,21.200000762939453,70.87914645341318,90.34532711953601,65.1950189458271,18.746389773935743,21.399999618530273,70.62815905939414,89.85067920949633,64.64989075886429,18.679557790157368,20.860000610351562,70.66401674616037,90.01048746241419,64.77968176970029,18.729681379641104,21.200000762939453,768600,144305500,6753800,4144900,0
2010-11-01,70.71038055419922,90.20072174072266,64.88843536376953,18.72132682800293,21.829999923706055,71.04822161114298,91.1291364185705,65.63061232844201,18.746389418970324,22.540000915527344,70.66006333429988,89.68324499270568,64.771249265822,18.637786451511765,20.920000076293945,71.04822161114298,90.61165967055351,65.62410557693472,18.654494845490028,21.649999618530273,1042700,174074800,5921000,3610600,0
2010-11-02,70.94756317138672,90.91607666015625,65.74126434326172,18.587663650512695,21.56999969482422,70.96913238761776,91.12915433842862,65.81287334897189,18.604372045198872,21.81999969482422,70.8469287656304,90.63450641047845,65.37668276400584,18.554246861140342,21.219999313354492,70.89006171392867,90.8780245864942,65.40272466016582,18.587663650512695,21.34000015258789,356700,158345900,6537400,4533900,0
2010-11-03,71.1776123046875,91.28133392333984,64.40017700195312,18.495769500732422,19.559999465942383,71.29981597277488,91.33460333293007,66.5811363497405,18.646141869583946,22.020000457763672,70.74632104815133,90.13984159846642,64.08117225325265,18.378813922025795,19.540000915527344,71.18480204614343,91.07586785947193,66.22958293434894,18.596018277766856,21.65999984741211,912000,226702800,25541800,11546800,0
2010-11-04,71.75267028808594,93.03924560546875,64.90143585205078,18.353750228881836,18.520000457763672,71.84611498946215,93.08490344525443,65.01862190856214,18.38716701702298,18.799999237060547,71.59452888255248,91.29656644716896,64.50430560315031,18.303626640070277,17.969999313354492,71.59452888255248,92.29346798869486,64.56289614791393,18.337043428211423,18.030000686645508,1092500,215039400,13246500,14712400,0
2010-11-05,71.45075225830078,93.38931274414062,63.78812789916992,18.529186248779297,18.260000228881836,71.7742192600339,93.54150943059334,64.32197402714135,18.53754044629654,18.440000534057617,71.45075225830078,92.9783747236006,63.788127899169915,18.43729166948987,17.920000076293945,71.65202110241603,93.10013091157649,64.02900659940069,18.470708459558843,18.06999969482422,1108100,180654100,12435000,5827400,0
2010-11-08,71.47223663330078,93.21428680419922,64.07463073730469,18.637786865234375,18.290000915527344,71.64475181039195,93.36648930552276,64.4001470547675,18.66284945675811,19.350000381469727,71.39316603460095,92.79574298890594,63.684012149746266,18.60437166993625,18.209999084472656,71.55849696392566,93.1001363796895,64.18530509316568,18.621080064285405,19.329999923706055,469400,156107100,6795200,4274100,0
2010-11-09,70.86847686767578,92.5445785522461,62.661865234375,18.7965145111084,19.079999923706055,71.5082318548344,93.56430880246604,64.13970651988473,18.838283905995194,19.389999389648438,70.84691314036442,92.17169272405384,62.6228048818452,18.570955954559032,17.829999923706055,71.47228865320706,93.46538156810921,64.12017634361982,18.579310152216447,18.510000228881836,744600,186621600,15061700,5428700,0
2010-11-10,71.13441467285156,92.91746520996094,62.74653244018555,18.779804229736328,18.469999313354492,71.19192157945504,92.96312884662757,62.980904619264535,18.91346819203053,19.959999084472656,70.48747568396352,91.82163663076582,61.84810906503976,18.75474323268124,18.40999984741211,70.91158226496364,92.52175046307124,62.72700225309322,18.813221017009937,18.940000534057617,1298900,221387400,18540400,6243300,0
2010-11-11,71.0553970336914,92.56744384765625,62.713958740234375,18.913467407226562,18.639999389648438,71.2135384026976,92.70442319840869,62.909265500150624,18.93852999664181,19.75,70.86131793437943,91.83688924562058,62.5902609820656,18.83828123238087,18.479999542236328,71.17759518822726,92.11845952381499,62.79207945740746,18.83828123238087,19.440000534057617,403500,158017600,3368100,5170700,0
2010-11-12,70.46592712402344,91.47160339355469,62.37546157836914,18.888408660888672,20.610000610351562,71.01942162187177,92.34674886899488,62.98092238393786,18.930178054822253,21.229999542236328,70.4587373881112,91.05305959638349,62.37546157836913,18.78815988468774,19.290000915527344,70.88284406034734,91.94342241833127,62.63587573601996,18.838283476088087,19.59000015258789,2041400,239068800,11739500,5481200,0
2010-11-15,69.5602035522461,91.34223175048828,61.07337951660156,19.038780212402344,20.200000762939453,70.25027552439295,92.118449925854,62.316854429403314,19.038780212402344,20.3700008392334,69.5530193014036,91.3041854828684,61.07337951660157,18.913468849172528,19.139999389648438,70.05619106842634,91.7607813358258,62.062952059132336,18.921823046281194,20.329999923706055,1174200,163940800,14978700,4708100,0
2010-11-16,70.07781982421875,89.919189453125,62.59032440185547,19.147380828857422,22.579999923706055,70.11376304843178,90.93130858721561,62.66193844314958,19.205858612899377,23.06999969482422,69.47401314343536,89.48541664517332,61.1906021860913,18.997008473663758,20.950000762939453,69.86936118894847,90.77911188002473,61.78955643755012,19.022071063996073,21.260000228881836,954600,299566200,19901300,6354000,0
2010-11-17,69.87653350830078,89.96485137939453,62.24522018432617,19.130674362182617,21.760000228881836,70.27907119512494,90.33773739305605,62.993908582335585,19.130674362182617,22.209999084472656,69.79027308219645,89.69089264929517,62.069438620862606,19.055488177012883,21.219999313354492,70.09936608719778,89.95723980191053,62.368917953653565,19.11396596694484,22.190000534057617,580200,172308900,9915600,4547000,0
2010-11-18,69.71117401123047,91.2889633178711,62.49913024902344,18.99700927734375,18.75,69.76149119763707,91.61619141378182,62.49913024902344,19.05548706385964,20.309999465942383,69.43801887002716,90.82475588399932,61.717893107704484,18.971946685951146,18.75,69.69679453845029,90.83236745997809,62.29080001353941,18.99700927734375,20.309999465942383,2968200,197723700,12424800,3587900,0
2010-11-19,69.85492706298828,91.54007720947266,62.88325119018555,18.93853187561035,18.040000915527344,69.86211679847563,91.57812347091104,62.883251190185554,19.013718057915572,19.719999313354492,69.66803232944676,90.74864181683225,62.36242796829115,18.93853187561035,17.760000228881836,69.70397552272213,91.2432896629738,62.5577348138819,18.963594467512163,19.149999618530273,530600,156852900,8359500,2623400,0
2010-11-22,70.22874450683594,91.46398162841797,63.15018844604492,18.99700927734375,18.3700008392334,70.23593424574887,91.50202789099933,63.55383061391833,19.06384126099051,20.139999389648438,69.99153796434847,90.38336442554437,62.655402073649554,18.963594082220457,18.350000381469727,70.07060863989894,91.08348416702134,63.391072396273884,18.980300883082013,19.450000762939453,495400,181361000,10413500,2035600,0
2010-11-23,70.37252044677734,90.1398696899414,63.46265411376953,19.247629165649414,20.6299991607666,70.60973250235868,90.57363667633662,63.76863523496103,19.264335965429954,21.450000762939453,70.29344976158356,89.78981263126562,63.30640272811555,19.122317810194865,20.239999771118164,70.50909259779557,90.38338789623465,63.586346918682146,19.130672006785172,20.25,659400,222309000,9566900,7245400,0
2010-11-24,69.61774444580078,91.47160339355469,62.32992172241211,19.272689819335938,19.559999465942383,70.11373220408284,91.49443812221335,63.14371328175472,19.289398212219467,19.610000610351562,69.56742724453765,90.69539099117416,62.2257589856508,19.172442648834867,18.729999542236328,70.0777889956819,90.71060833768175,63.026527098529805,19.214212037643637,19.420000076293945,1112700,140046100,11467600,3561400,0
2010-11-26,69.91964721679688,90.40621185302734,63.19575119018555,19.389646530151367,22.219999313354492,69.92683695526489,91.17481265277331,63.228304815688496,19.431417514832088,22.219999313354492,69.73994214424154,90.40621185302734,62.85721633308996,19.372939729679217,20.280000686645508,69.80463882212653,90.6801705282008,62.96789071262256,19.389646530151367,21.170000076293945,210100,76007800,4848900,6484300,0
2010-11-29,70.0705795288086,90.6801528930664,63.736148834228516,19.506603240966797,21.530000686645508,70.16402415919906,90.92367102298086,63.76869751278941,19.590143614988516,23.84000015258789,69.94119170295014,89.59953574851153,63.20880858485711,19.498249044224615,21.3799991607666,70.1208967119668,90.17789348428215,63.514794971865335,19.540018434535423,23.149999618530273,527800,223642300,8950000,7682700,0
2010-11-30,70.19277954101562,90.17029571533203,64.06812286376953,19.631914138793945,23.540000915527344,70.46592918790314,90.68777254636981,64.62800635036216,19.64862253324301,23.790000915527344,70.1280828842338,89.65281888429426,63.87281108992265,19.548373759948827,22.420000076293945,70.4515551998193,89.78219244650201,64.58894598238668,19.640268336018476,23.270000457763672,874200,233930700,11947600,6908700,0
2010-12-01,69.26972198486328,92.0879898071289,62.643951416015625,19.464832305908203,21.360000610351562,69.6660452926197,92.26301537393665,63.440965679063545,19.573435270427925,21.43000030517578,69.23369609173348,91.4639742529947,62.643951416015625,19.42306291549299,20.399999618530273,69.47149007638733,91.47158002133936,63.140453003262785,19.52331168324965,21.190000534057617,1967700,221037200,15441200,5591900,0
2010-12-02,69.09678649902344,93.26754760742188,62.48060989379883,19.347877502441406,19.389999389648438,69.42825441780397,93.33604017816963,63.06857146428322,19.4982498633174,21.1299991607666,69.08237724064976,92.17932449875343,62.40874764717277,19.322814911162016,19.100000381469727,69.22649181486092,92.23259391781002,62.68966234283733,19.489895666224275,21.1299991607666,983500,191213600,9318700,5658500,0
2010-12-03,69.10396575927734,93.5186538696289,61.99066162109375,19.113964080810547,18.010000228881836,69.56513880624846,93.62519268098472,62.93140042026063,19.214212848944566,19.280000686645508,69.03190850149117,92.92507883323792,61.964529433982996,19.097257280621637,17.709999084472656,69.53631480361072,92.94790774910992,62.89873394032092,19.18079606176652,19.260000228881836,374500,151288900,10194800,10896200,0
2010-12-06,69.53636932373047,93.41972351074219,62.8660888671875,19.205860137939453,18.020000457763672,69.54357670444496,93.6328011263342,62.87915247205297,19.281046321506437,18.850000381469727,69.29857523873848,93.22186323657978,62.26505837504221,19.180797545617047,17.950000762939453,69.43548798421035,93.3207904706962,62.402248655058294,19.264337926624833,18.799999237060547,902000,103050500,7001800,3287700,0
2010-12-07,68.38340759277344,93.4730224609375,61.52027130126953,19.28940200805664,17.989999771118164,68.98869538020037,94.37099684329823,62.01023842851928,19.297756206142374,18.149999618530273,68.2176708904341,93.41975304020133,60.8604524918663,19.11396703505698,17.1299991607666,68.92384547338395,94.31772742256206,61.879582521600696,19.122321233142713,17.1299991607666,1335700,206581000,18533100,3274200,0
